url,abstract,narrow replication,robust,complete materials for replication
https://ideas.repec.org/p/zbw/i4rdps/51.html,"Görtz et al. (2022) estimate the effects of innovations to future total factor productivity (TFP) on financial markets. In a Bayesian vector autoregression, they identify a TFP news shock as one that explains the largest share of 40- quarter ahead forecast error variance (FEV) of TFP. Their estimated impulse responses functions show that a positive news shock significantly decreases credit market spreads and increases credit market supply. They also find that a shock that explains the maximum of the FEV of the ""excess bond premium"" (EBP) (Gilchrist and Zakrajsek 2012) causes similar responses. These results are consistent with an estimated DSGE model with financial frictions. We estimate the main IRFs of the study using the original data and a frequentist estimation approach. We obtain similar point estimates for the dynamic responses to TFP news and EBP max-share shocks. We also update their macroeconomic and financial time series, as some of the data has been revised substantially since their original estimate. We use the updated data to re-estimate the above-mentioned IRFs, and we find that the results are robust to this change in the data. Finally, we investigate the computational reproducibility of their DSGE results, and find that their provided code (consistent with warnings in their README file) does not execute in the most recent version of Dynare or Matlab. Using the version indicated in their replication files, we encounter issues estimating the posterior mode.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/52.html,"We use unique data from journal submissions to identify and unpack publication bias and p-hacking. We find that initial submissions display significant bunching, suggesting the distribution among published statistics cannot be fully attributed to a publication bias in peer review. Desk-rejected manuscripts display greater heaping than those sent for review i.e. marginally significant results are more likely to be desk rejected. Reviewer recommendations, in contrast, are positively associated with statistical significance. Overall, the peer review process has little effect on the distribution of test statistics. Lastly, we track rejected papers and present evidence that the prevalence of publication biases is perhaps not as prominent as feared.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/53.html,"Okeke (2023) evaluates a policy experiment conducted in Nigeria, whereby communities were randomly allocated to receive a new doctor at the local public health center. The performance of these centers was compared to other sites which were allocated either a new midlevel health-care provider, or no additional staff. The study finds that communities assigned a new doctor were associated with a decrease in seven-day infant mortality, such a decrease was not observed in communities assigned a midlevel health-care provider. This suggests that it is the 'quality' of the additional doctor driving the effects rather than due to a quantity increase of an additional health worker. The size of the mortality reduction increased with increased exposure to the intervention. We first conduct a computational reproduction, rerunning the original code and data, finding that the results reported in the original study are reproducible. Second, we test the robustness of the results in several ways, by 1) adapting the existing controls to make the results robust to contamination bias, 2) altering and adding to the control variables included, 3) changing the specification or regression technique used, and 4) testing coding grouping and changing how service use was coded. These changes cause little change to the point estimates, although we find that the original paper's standard errors were overly conservative, and thus the statistical significance of some results was understated.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/54.html,"Hollyer, Klašnja, and Titiunik (2022) analyse the trade-off that political parties face between running programmatic campaigns and fielding charismatic candidates, whose electoral appeal may come at the cost of undermining the party brand. They argue that higher electoral volatility prompts parties to rely on charismatic candidates, even though they might not be as loyal to the party's programmatic stance. They substantiate their argument with a cross-national dataset and a quantitative case study in Brazil. We computationally reproduced and conducted further robustness tests for their cross-national study by translating the Stata code to R. Next, we conducted a computational reproduction and some additional robustness tests for the quantitative case study. We find that their cross-national analysis is reproducible, albeit with some minor discrepancies. The quantitative case study is also largely reproducible and both are robust in several ways. We conclude by making some suggestions about data dissemination and robustness checks for authors of regression discontinuity designs.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/55.html,"Peter Leeson, August Hardy and Paola Suarez (2022) test maximizing behaviour of panhandlers at several Metrorail stations in Washington, D.C. Their main findings are that ""stations with more panhandling opportunities attract more panhandlers"" (the first statement) and that ""cross-station differences in hourly panhandling receipts are statistically indistinguishable from zero"" (the second statement). We test computational reproducibility and robustness replicability of their results. We can reproduce both statements, in Stata and R. Our robustness replications for the first statement confirm the authors' results in the vast majority of cases (replication was successful in 91% of the cases). Our robustness replications for the second statement might raise doubts on this finding. We run weighted ANOVA tests, we change the bounds in minutes used by authors by 5 minutes in their robustness checks, we run Bartlett's tests of equality of variances of means, and run pair-wise tests of equality of means. In three out of four cases we cannot replicate the results, and the differences (of either means, medians or variances of donations) across Metrorail stations are statistically different from zero. We hypothesize that panhandlers have a general idea about which stations have more passers-by, and will rationally go more often there. However, they are unlikely to have information about smaller variations in the number of passers-by (e.g., variations in passers-by at the same station over time due to non-public events), and therefore might find it difficult to perfectly maximize donations.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/56.html,"This paper replicates the study ""A Model of Secular Stagnation: Theory and Quantitative Evaluation"" by Eggertsson et al. (2019) using the Dynare toolkit. Replication is important as it confirms the results of the original article, provides a user-friendly version using Dynare (Adjemian et al., 2022), and shows how to deal with large-scale models with occasionally binding constraints. The results show that the original Matlab code was fully replicated, but minor discrepancies were found between the paper's equations and the code. The two models produce similar dynamics but with small differences, particularly at the beginning of the simulation.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/57.html,"In their study, Grier et al. (2023) explore the causal relationship between campaign contributions and roll-call voting. Their analysis focuses on the influence of campaign contributions on two specific anti-sugar votes conducted in 2013 and 2018. The authors identify a substantial increase in inflationadjusted sugar contributions from the sugar industry to incumbent politicians between these two voting events. The aim of our research is to replicate and validate the authors' main models. In addition to cross-platform replication, we conduct several robustness checks to further examine the reliability of their findings. These include (1) clustering the standard errors, (2) utilizing an Ordinary Least Squares (OLS) model instead of the authors' logistic regression, and (3) altering the dependent variable to represent the change in the vote from 2013 to 2018. Our results largely confirm the authors' findings and reveal additional insights regarding the money buys vote hypothesis.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/58.html,"Douenne and Fabre (2022) implement a representative survey following the Yellow Vests movement in France that started in opposition to the carbon tax in 2018. They find that a majority of French citizens would oppose a carbon tax and dividend program with proceeds paid equally to each adult. The authors further find that respondents have pessimistic beliefs about several aspects of the policy. They then show how informational treatments cause respondents to update these beliefs, and they finally estimate the causal effect of these beliefs on support for the policy. In this note, we focus on the second section of this paper: the causal effects of feedback on beliefs. Based on elicited household characteristics, Douenne and Fabre (2022) estimate whether each household ""wins"" or ""loses"" from the carbon tax and dividend reform. They provide this binary (win vs. lose) information to households and subsequently ask households to evaluate whether they believe they would financially benefit from the policy. By exploiting the discontinuity in win vs. lose feedback, they assess the degree to which feedback affects subjective beliefs, finding that a household that is told it will ""win"" as a result of the reform increases its subjective belief that it will not lose by about 25 percentage points. The subset of households that is part of the Yellow Vests movement, however, revises its subjective belief of not losing upwards by only 10 percentage points after being told that it will ""win"" from the carbon tax reform. Conversely, households who initially support the tax increase this belief by 41 percentage points when told they will ""win."" In this note we replicate this second section of the paper-the causal effects of feedback on beliefs- using the processed data provided by the authors. We successfully replicate the average treatment effect, but we find that the heterogeneous treatment effects may be biased due to model misspecification. While our results support the conclusion that these estimated effects depend on a household's attitudes toward the policy, we find that the source of heterogeneity differs. Further, we note two changes to the analysis that we believe are appropriate (which do not affect the conclusions drawn): first, some (1.8%) of observations in the dataset appear to be misclassified-wrongly coded as if a household would ""lose"" when in fact they would ""win""-and second, the main causal analysis is based on a regression discontinuity design, but does not include standard components of such a design (e.g., a RD plot, optimal selection of bandwidth, density analysis, placebo tests). We update the design to address both of these points. We find results that generally support the main conclusions of Douenne and Fabre (2022), but we urge caution when interpreting the heterogeneous treatment effects.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/59.html,"Rossi (2022) examines the relative efficiency of skilled workers across countries. He finds the elasticity of skill efficiency with respect to GDP per worker is 1.4 and that the relative human capital accounts for only about 9 percent. We reproduce the paper's main findings and test the sensitivity of the results to (1) alternative samples and (2) additional controls for determining wages. We find the results remain robust to these alternative specifications, and the estimated values of the key elasticities remain nearly unchanged.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/60.html,"We study how author-editor and author-reviewer network connectivity and ""match"" influence editor decisions and reviewer recommendations of economic research at the Journal of Human Resources. Our empirical strategy employs several dimensions of fixed effects to overcome concerns of endogenous assignment of papers to editors and reviewers. Authors who attended the same PhD program, were ever colleagues with, are affiliates of the same National Bureau of Economic Research program(s), or are more closely linked via coauthorship networks as the handling editor are significantly more likely to avoid a desk rejection. Likewise, authors from the same PhD program or who previously worked with the reviewer are significantly more likely to receive a positive evaluation. We also find that sharing ""signals"" of ability, such as publishing in the ""top five"", attending a high ranked PhD program, or being employed by a similarly ranked economics department, significantly influences editor decisions and/or reviewer recommendations. We find some evidence that published papers with greater author-editor connectivity subsequently receive fewer citations.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/61.html,"In this replication study, we revisit the main empirical claims of Hamel and Wilcox-Archuleta's (HW) 2022 study on the impact of daytime racial diversity on White Americans' voting behavior and racial attitudes. HW introduce a novel zip code level measure of racial diversity that accounts for the influx of Black workers during daytime, showing that conventional purely residential based measures often underestimate the true degree of experienced racial diversity. Using survey data from the CCES, their findings suggest a negative correlation between racial flux and White Americans' Democratic voting tendencies and a positive correlation with racial resentment and opposition to affirmative action, all while controlling for the residential share of Blacks in the zip code. We assess the replicability of these findings by: (1) replicating the main results using the provided replication code, (2) reconstructing the racial flux measure and survey from raw data, (3) conducting multiverse analyses, and (4) replicating the analysis using an alternative data source. Our replication validates the robustness and accuracy of HW's initial conclusions, emphasizing the role of daytime racial diversity in shaping White Americans' political and racial attitudes.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/62.html,"Dickens (2022) studies the role of trade on long-run inter-ethnic linguistic differences. He establishes that neighboring ethnolinguistic groups have smaller (lexicostatistical) linguistic distances when there is a larger agricultural productivity variation between them. Specifically, he establishes that pre-1500 land productivity variation (CSI SD) and its change due to Columbian Exchange in the post-1500 (CSI SD CHANGE) era decrease linguistic distances between groups. In what can be considered his main specification, which includes geographical controls, spatial controls, and language family fixed effects (Table 1 column 5), he estimates that a one standard deviation increase in the change in land productivity variation (post-1500) decreases linguistic distances by 0.11 standard deviations (p-value .. Our results basically24
confirm the sign, magnitude, and statistical significance of the point estimates25
in the original study.26",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/63.html,"Gonzalez and Özak (2023) provide a direct and successful replication of Dickens (2022). Using a reconstructed version of the main independent variables from the same original sources, in addition to an updated version of the source data, the replicators confirm the main finding of the original study. In addition to the replication, Gonzalez and Özak (2023) develop an alternative measure of potential gains from inter-ethnic trade. They use this new measure in an interesting extension that delves deeper into the the specifics of the inter-ethnic trade mechanism proposed and tested by Dickens (2022). In this response, I clarify two minor points about how the original data set was constructed, and contrast the potential shortcomings of the original and alternative measures of inter-ethnic gains from trade.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/64.html,"This replication report examines and extends the research conducted by Butera, Metcalfe, Morrison, and Taubinsky (2022) on ""The Welfare Effects of Pride and Shame."" The original paper explores the welfare implications of public recognition as a motivator for desirable behavior and introduces an empirical methodology to measure Public Recognition Utility (PRU), which quantifies the utility individuals experience when their actions are publicly recognized. This report focuses on the real effort experiment reported in the paper that was conducted using a classroom sample, a lab sample, and an online sample. I computationally reproduce the original results and verify their robustness. While reproducing the results, I found two minor coding errors in the replication package. Correcting these errors slightly changes some estimates reported in the paper but does not turn over any results. The main treatment effect findings are further robust to using different sets of controls and sample selection criteria. Moreover, I conduct a heterogeneity analysis which reveals significant variations in how participants value public recognition. Overall, the replication study confirms the original conclusions while providing additional insights into the heterogeneity of PRU shapes on an individual level.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/65.html,"Drobner (2022) examines the effect of manipulating experimental subjects' expectations about uncertainty resolution in learning about their performance on their belief updating patterns in an ego-relevant domain. In their preferred empirical specification, the author finds that individuals update their beliefs optimistically as they exhibit a higher belief adjustment in response to good compared to bad news only when they do not expect resolution of underlying uncertainty about their performance in an IQ test and neutrally when they know they will find out their relative performance at the end of the experiment. First, we reproduce the all of the paper's findings without identifying any coding errors. Second, we test the robustness of the results to (1) adding individual covariates and (2) excluding subjects who exhibit a fundamental error in their belief updating from the analysis. We find no substantial changes in the main coefficients of interest with the inclusion of demographic variables in the analysis, consistent with demonstrated balance in covariates between the two experimental groups. Yet, several of the main estimates lose statistical significance and change from conservatism (under-updating) to over-inference (over-updating) in some conditions on the subset of participants excluding those who exhibit fundamental errors in belief updating.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/66.html,"Bianchi and Giorcelli (2022) study the long-term and spillover effects of a management intervention program on firm performance in the US, between 1940 and 1945. The authors find that the Training Within Industry (TWI) program led to positive effects which lasted for at least 10 years. Firm sales of treated firms increasedd by 5.3% in the first year after implementation, peaking at 21.7% after 8 years, before reducing to 16% gains after a decade. The authors claim that the program generated long-lasting changes in man- agerial practices. Finally, the program also led to positive spillover effects on the supply chain of treated firms. First, we reproduce the paper's main findings. Second, we test the ro- bustness of the results to (1) changing the main specification sample and (2) testing other difference-in-differences estimators, using the same data, pro- vided by the authors. We find that the results are robust to these changes. All point estimates in the study remain statistically significant and of similar magnitude. While the paper's finding reproduce and replicate, challenges in reproduc- ing results we encountered lead us to recommend improvements to journals' code policies.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/67.html,"Córdova and Kras (2022) examine how the existence of a women's police station (WPS) in the place of residence influences citizens' attitudes toward gender-based violence in Brazil. In their analytical specification, the authors find that men are more likely to reject violence against women (VAW) and support bystander intervention in municipalities with a WPS, especially if the WPS has been operating for a long time. This paper examines the replicability and robustness of Córdova & Kras' (2022) findings. First, we reproduce the paper's main findings and uncover one minor coding error and three estimates that have been reported with the opposite sign compared to that in our reproduction; neither is of consequence for the study's main results. Second, we test the robustness of the results by (1) recoding one of the main explanatory variables and several of the control variables to account for non-linear trends, (2) using alternative techniques to estimate clustered standard errors, (3) consistently applying a 95% confidence level in the presentation of the results, (4) altering the propensity score matching (PSM) procedure as well as the composition of the variables used in the PSM robustness check, (5) using an alternative technique to test for multicollinearity, (6) excluding potential endogenous control variables, and (7) using an alternative coding for computing margins. Reassuringly, the results are robust to most of these tests. However, two of the robustness checks challenge parts of the paper's main findings. First, allowing for non-linearity in the effect of time since the establishment of WPS shows (a) a non-linear effect on VAW and (b) no apparent changes in either male or female attitudes over time once the WPS has been established. Second, the inclusion of other variables in the PSM procedure renders part of the main estimates of interest statistically nonsignificant (p",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/68.html,"This paper reviews the impact of replications published as comments in the American Economic Review between 2010 and 2020. We examine their citations and influence on the original papers' subsequent citations. Our results show that comments are barely cited, and they do not affect the original paper's citations - even if the comment diagnoses substantive problems. Furthermore, we conduct an opinion survey among replicators and authors and find that there often is no consensus on whether the original paper's contribution sustains. We conclude that the economics literature does not self-correct, and that robustness and replicability are hard to define in economics.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/69.html,"In Talking Shops: The Effects of Caucus Discussion on Policy Coalitions, Zelizer analyzes the causal effect of caucus deliberations on legislative policy coalitions. In practice, political scientists have little empirical evidence on how policy discussions actually work among sitting legislators and whether these discussions have an effect on policy making and policy opinion. Taking on this challenge, Zelizer conducted two field experiments in an American state legislature. In short, the experiments randomized whether a bill was selected for discussion among a bi-partisan legislative caucus. The paper then measures and reports the corresponding effects of that discussion around the bill. Zelizer finds that deliberation increased the amount of co-sponsorship for a given bill, among both co-partisans and counter-partisans, but deliberation did not effect whether a bill was passed by the legislature or whether the bill received more amendments. We conduct a robustness replication of the main results of Talking Shops. Specifically, we reproduce Tables 3 and 4 of the paper under alternative specifications. We find that the main results of the paper are reproducible and robust to multiple alternative specifications.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/70.html,"This paper reanalyzes Khanna (2023), which studies labor market effects of schooling in India through regression discontinuity designs. Absent from the data are four dis-tricts close to the discontinuity; restoring them cuts the reduced-form impacts on schooling and log wages by 57% and 63%. Using regression-specific optimal band-widths and a robust variance estimator clustered at the geographic unit of treatment makes impacts statistically indistinguishable from 0. That finding is robust to varying the identifying threshold and the bandwidth. The estimates of general equilibrium effects and elasticities of substitution are not unbiased and have effectively infinite first and second moments.",1,0,0
https://ideas.repec.org/p/zbw/i4rdps/71.html,"Roodman (2023) (henceforth R23) re-evaluates Khanna (2023) (henceforth K23). R23 is able to replicate K23's results, highlighting no mistakes in K23's analysis. R23 argues that K23's results may be sensitive to recreating part of the underlying district-level sample, using a subset of K23's datasets. In this reply, I show that despite concerns with R23's sample construction, K23's results are robust to evaluating R23's sample as given. R23 raises other secondary questions, which this reply answers. I also address R23's misinterpretations of K23's general equilibrium model.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/72.html,"Bold et al. (2022b) investigate the effect of providing access to a larger, centralized market where quality is rewarded with a premium on farm productivity and framing incomes from smallholder maize farmers in western Uganda, using a series of randomized experiments and a difference-in-differences approach. We successfully reproduce the results of this study using the publicly provided replication packet. Then test the robustness of these results by re-defining treatment and outcome variables, testing for model misspecification and the leverage of outliers, and testing for non-random selection in the Fisher-permutation process. Our results show that the findings in Bold et al. (2022b) are robust to a variety of decisions in the research process. This evokes confidence in the internal validity of the findings.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/73.html,"Mangonnet et al. (2022) examine whether political alignment at the national and sub-national levels explain the spatial designation of Protected Areas (PAs) in Brazil. Their identification relies on spatial discontinuities in political alignment across municipalities. They find that a president-mayor coalition alignment reduces the incidence of PAs by about one percentage point, whereas they find no party alignment effects. We were able to reproduce the paper's findings using the same code and software. Alternative software routines reproduce their results with small and inconsequential numerical differences. Moreover, robustness replications find consistent results for one out the two treatments. Finally, we find no evidence of fabrication of data.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/74.html,"Ngangoué and Schotter (2023) investigate common-probability auctions. By running an experiment, they find that, in contrast to the substantial overbidding found in common-value auctions, bidding in strategically equivalent common-probability auctions is consistent with the Nash equilibrium. We reproduce their results in R, conduct robustness checks on how their sample was constructed, and consider possible heterogeneity. We confirm their documented qualitative results.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/75.html,"Gagliarducci and Paserman (2022) study gender differences in cooperative behavior among politicians using information from the U.S. House of Representatives between 1988 and 2010 on (i) the number of co-sponsors on bills and (ii) the share of co-sponsors from the rival party. Through different empirical strategies, they show that women-sponsored bills tend to have more co-sponsors, but the gap is only statistically significant among Republicans. Moreover, Republican women recruit a significantly larger share of co-sponsors from the rival party than Republican men, whereas the opposite is true among Democrats. GP argue that the observed pattern is consistent with a commonality of interest driving cooperation, rather than gender per se, since during this period Republican women were ideologically closer to the rival party than their male colleagues, while female Democrats were further away. We examine the robustness of these findings to (i) the correction of some errors in two control variables of the dataset used by GP and (ii) clustering the standard errors at the individual level, instead of individual-term. These changes have a relatively minor impact on results: most coefficients are still statistically significant and the main conclusions from the analysis are confirmed. Furthermore, we extend the analysis to the 2011-2020 period. The analysis of gender differences in bipartisan cooperation confirms GP's hypothesis that ideological distance plays an important role. However, results are slightly different when we analyze overall cooperation. The gender gap in favor of women is larger in magnitude than in GP and it is statistically significant in several specifications, providing support for the hypothesis that gender also matters for cooperation.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/76.html,"This report replicates and examines Bauer et al.'s (2021) paper on monetary policy transmission to financial markets. The paper introduces novel measures of monetary policy uncertainty and analyses its drivers. It also investigates the impact of uncertainty changes on interest rates and financial asset prices. We assess reproducibility, consolidate market uncertainty measures using PCA and Factor Analysis, and rigorously test the reduction of uncertainty after Federal Market Open Committee (FOMC) announcements. Our findings support the paper's claim of reduced uncertainty on meeting days. Additionally, we explore the implications of the uncertainty channel on various financial assets, such as Gold, the Swiss Franc, European stock indexes, and Bitcoin.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/77.html,"Bauer et al. (2022) derive market-based monetary policy uncertainty and uncover an 'FOMC uncertainty cycle' characterized by a fall of uncertainty after FOMC announcements and its subsequent built-up. Then, the authors show that the financial markets' response to monetary policy announcements depends on the level of short-rate uncertainty on the day before the FOMC announcement. First, we reproduced the paper's findings, though with Matlab version-specific issues. Second, we tested the robustness of the two main results of the paper. We show that the uncertainty cycle in the monetary policy uncertainty is confirmed when the crisis period is included in the sample or when the median instead of the average of changes in the monetary policy uncertainty is considered. However, the FOMC uncertainty cycle does not appear when the monetary policy uncertainty index (Husted et al. 2020) or the daily economic policy uncertainty index (Baker et al. 2016) are used as uncertainty proxies.",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/78.html,"Figueiredo (2022) examines wage cyclicality across the skill mismatch distribution finding large differences. Some key results include finding that wages are acyclical in good labor market matches but procyclical in poor matches. Using the public replication material provided by the authors, we were able to exactly duplicate the results of the study. Further, using several further robustness checks, such as subtracting (potentially correlated) covariates in the regressions, using different standard errors (rather than clustered ones), or different time periods of the data left the key results largely unchanged with some minor caveats.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/79.html,"Guay and Johnston (2022) examine asymmetric politically motivated reasoning on the part of liberals and conservaites. In our replication of the paper we examine four potential issues with the analysis: confounding in the numeracy task, heterogeneity across ideological constraints, the use of control variables, and heterogenity in the moderator index items. None of these potential issues are in fact issues. The results are quite robust. We found only one minor issue with the codebook, which does not affect the results.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/80.html,"Jones and Marinescu (2022) study the employment effects of a universal cash transfer in Alaska. Using a synthetic control method, they find that the transfer had no negative effects on employment. We reproduce the results using their replication package and investigate if the results hold when using a different software to run the analysis. We also use different estimation techniques and perform sensitivity checks to assess robustness of the results. We find some differences in the size and significance of the average treatment effects on labor force participation and hours worked when we use a different software (R) and various extensions of the synthetic control method. We also find smaller coefficients on part-time employment when including more covariates. However, these differences do not contradict the main conclusion of the paper.",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/81.html,"Carlson et al. (2022) examine the causal impact of banking competition by investigating a unique circumstance in the National Banking Era of the nineteenth century in the US, where a discontinuity in bank capital requirements occurred. On the one hand, their findings suggest that banks operating in markets with fewer barriers to entry tend to increase their lending activities, promoting real economic growth. On the other hand, banks in less restricted markets also exhibit a higher propensity for risk-taking, posing risks to financial stability. First, we fully reproduce the paper's outcomes apart from a minor discrepancy in the estimate of Table 9 attributed to issues in the provided codes. Second, we test the robustness of the results by (i) changing the ranges used to select the sample of cities included in the analysis, (ii) adopting different options to address outliers' potential issues and (iii) introducing additional control variables. We observe that the estimation results remain mostly consistent when subjecting them to various robustness checks. However, it is worth highlighting that the results can be partially influenced by the criteria used to select the sample of cities and the inclusion of control variables.",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/82.html,"[Introduction:] This is a replication of Mayshar et al. (2022) (henceforth MMP).1 The article posits that the state (defined as societal hierarchy such as tax-levying elites) originated from cultivation of appropriable cereal grains, contrary to the conventional theory that the state originated from increased land productivity following the adoption of agriculture. The article uses multiple datasets to demonstrate a causal effect of cereal cultivation on hierarchy (Claim 1) without finding a similar effect for land productivity (Claim 2), and that societies based on roots or tubers display levels of hierarchy similar to nonfarming societies (Claim 3). (...)",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/83.html,"The paper estimates the effect that changes in household vulnerability have on citizens' participation in clientelist relationships. The authors exploit two sources of variation in household vulnerability: rainfall shocks, and a randomized intervention that provided cisterns in drought-prone areas. We reproduce all the findings presented in the four main results tables presented in the paper. The results of our robustness replication show that the results in the original paper are robust to variations in the rainfall period used as a baseline to assess changes in household vulnerability, and to exclusions that eliminate individuals in the sample who may have been substituted with others at different survey points. However, some of the original results that explain the underlying mechanisms are sensitive to how ""clientelist relationships"" are defined. When more frequent interactions with politicians are used as the defining characteristic of households in clientelist relationships, we find that the original results suggesting clientelism as a significant mechanism are no longer statistically significant at any standard significance level. We note, however, that the authors, in a reply to questions we sent them after the Replication Games, convincingly show that their results are robust to changing the definition of the clientelist marker.",1,0.9,1
https://ideas.repec.org/p/zbw/i4rdps/84.html,"Bobonis, Gertler, Gonzalez-Navarro, and Nichter (2022) conducts a randomized control trial in rural Northeast Brazil designed to reduce the vulnerability of sampled households. In this development intervention, we constructed residential water cisterns across 425 neighborhood clusters in 40 municipalities, and examine effects using a longitudinal panel survey and electoral data at the precinct level. Ma, Monpetit, and Nordstrom's (2023) comment confirms the reproducibility of our results. Moreover, their comment does not challenge any of our article's primary findings: the cisterns treatment significantly r educed c itizens' vulnerability (Table 2), it decreased citizens' requests for private goods from politicians (Table 3), and it significantly decreased votes for incumbent mayors (Table 4). The comment by Ma, Monpetit, and Nordstrom (2023) discusses three aspects of robustness: (1) the matching of individuals in the panel over time, (2) how clientelist relationships are defined, a nd ( 3) t he c hoice of historical rainfall period. With regards to the first aspect, the comment reports some age inconsistencies across waves for a relatively small subsample, even though it states that results remain ""stable in terms of both magnitude and statistical significance"" when excluding these observations. As discussed below, our longitudinal rostering procedure accurately identifies i ndividuals a cross s urvey waves, though some minor measurement error exists in reported ages. With regards to the second aspect, the comment challenges Section VI of our article, which presents additional heterogeneity analyses in Table 5 to explore the role of clientelism in our primary results. More specifically, the comment argues that those results are not robust to a more restrictive coding of the binary clientelism marker employed to test heterogeneity. Contrary to their critique, we show that analyses in Table 5 of our article are indeed robust to a more restrictive coding. With regards to the third aspect, their comment indicates that halving the window of historical data used to normalize rainfall affects only a single, ancillary result: the cistern treatment's impact on one of three well-being measures we examine (Column 3 in Table 2). Since Ma, Monpetit, and Nordstrom (2023) indicate that ""the overall message remains the same"" - and it is not obvious that their approach is preferable - we do not discuss the third aspect below.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/85.html,"Xu (2022) estimates the causal impact of bank failures on the level of trades with a staggered difference-in-differences design and an IV strategy with Bartik instrument, using the 1866 banking crisis as a quasi-natural experiment. Findings, based on historical data on the trades and loans between London banks and banks around the world, show that countries exposed to bank failures in London immediately exported significantly less and did not recover their lost growth relative to unexposed places. Moreover, the effect lasted for decades. First, we reproduce the paper's main findings by running the original code and uncover three issues, one of which that slightly affects the main estimates reported in the study. Second, we test the robustness of the results to (1) removing weights from the regressions, (2) using a spatial HAC correction for the standard errors, and (3) implementing a method for possibly heterogeneous treatment effects with a staggered difference-indifferences design. Overall, we conclude that the main findings are valid and robust.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/86.html,"Manekin and Mitts (2022) investigate the success chances of minority ethnic groups when engaging in non-violent protests demanding political change. First, using observational data, the authors find that the success rate for nonviolent campaign tactics is lower for excluded/minority ethnic groups than for non-excluded/majority ethnic groups. Second, the authors use two original survey experiments to show that non-violent protest by ethnic minorities is perceived as more violent and requiring more policing than identical protest by majorities. This report reproduces the paper computationally and conducts several sensitivity analyses for both the observational and the experimental parts of the paper. We can confirm the general direction of the postulated effects, but evidence becomes less consistent (effect magnitudes and significance levels are not robust to some of the changes).",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/87.html,"Leininger et al. (2023) study the political consequences of temporary disenfranchisement. Taking advantage of differentiated voting elegibility thresholds applying in different elections in Germany, they analyze how first-time voters react when losing eligibility in a follow-up election. They exploit this setting in a difference-in-differences design using panel data. They find that temporary disenfranchisement decreases perceived external efficacy by 0.19 points on a five-point Likert scale and satisfaction with democracy by 0.14 points. Both results are statistically significant at the five-percent level. In contrast, internal efficacy and political interest remain unaffected by the treatment, and regaining voting eligibility is not associated with statistically significant changes in respondents' attitudes. This report focuses on the computational reproducibility and robustness replicability of these findings. To assess the paper's reproducibility, we first attempt to reproduce the paper's estimates and figures using the author's replication materials. In a second step, we perform several robustness checks by means of alternative difference-in-differences specifications using coarsened exact matching and entropy balancing, and a closer examination of panel attrition. Overall, we find complete reproducibility of the original replication materials. Our robustness checks confirm the sign congruence and significance of coefficients reported in the original paper. We raise the issue of potential bias due to differential panel attrition rates between treated and untreated respondents.",1,1,1
